Date,Campaign,Campaign_id,Ad_group,channels,Business_Contact,Region,Spend,Sales,Visits,Clicks,Impressions
2024-02-23,Spiritual Wellness,15543672,Vc_Inner_Peace_Journey,TV,B2B,North,57922.1112,4145.559,120,126,3.9
2024-08-07,Spiritual Wellness,15543672,Audio_Soulful_Reflections,Radio,B2B,South,63779.5173,109035.0116,486,516,18.4
2024-05-07,Spiritual Wellness,15543672,Audio_Soulful_Reflections,Radio,B2B,West,58535.2972,111291.1032,478,505,18.0
2024-01-30,Mental Wellness,15543645,Vc_Calm_Mind_Happy_Life,Social,B2C,North,95632.0755,71293.3422,1872,2051,66.0
2024-11-19,Spiritual Wellness,15543672,Img_Spiritual_Awakening_Booklet,Print,B2B,East,50962.4798,80965.4159,343,360,13.2
2024-11-28,Spiritual Wellness,15543672,Vc_Inner_Peace_Journey,TV,B2B,West,59060.0722,61938.2396,116,122,3.9
2024-09-28,Spiritual Wellness,15543672,Vc_Daily_Mindfulness_Quotes,Social,B2B,South,47218.3293,36694.9434,1707,1787,91.5
2024-02-16,Environmental Wellness,15543690,Vc_Go_Green_Live_Clean,TV,B2C,West,60062.2019,70314.9907,116,122,4.8
2024-07-13,Weight Management,15543636,Vc_Smart_Weight_Loss,TV,B2B,East,89093.608,99579.7736,130,141,4.8
2024-01-27,Spiritual Wellness,15543672,Img_Spiritual_Awakening_Booklet,Print,B2B,West,34041.4813,18185.2499,345,356,15.0
2024-08-03,Physical Wellness,15543678,Img_Healthy_Habits_Guide,Print,B2C,West,49640.6966,66302.6691,322,337,16.5
2024-10-29,Spiritual Wellness,15543672,Vc_Daily_Mindfulness_Quotes,Social,B2B,West,44916.2345,95050.0014,1611,1683,91.5
2024-01-04,Spiritual Wellness,15543672,Img_Find_Your_Purpose_Webinar,Digital,B2B,West,39857.9304,57100.0028,2227,2315,96.0
2024-05-07,Mental Wellness,15543645,Vc_Calm_Mind_Happy_Life,Social,B2C,East,82121.6201,22250.5886,1890,2045,61.5
2024-04-03,Weight Management,15543636,Vc_Weight_Goals_Tracker,Social,B2B,North,23271.3216,97106.8712,1617,1654,70.5
2024-02-06,Spiritual Wellness,15543672,Img_Find_Your_Purpose_Webinar,Digital,B2B,West,50041.8083,84287.2174,2288,2402,90.0
2024-04-18,Weight Management,15543636,Vc_Smart_Weight_Loss,TV,B2B,South,92470.9779,92551.7573,125,136,3.6
2024-08-08,Environmental Wellness,15543690,Audio_Nature_First,Radio,B2C,West,16209.3569,70486.3721,445,452,24.0
2024-08-25,Social Wellness,15543612,Img_Building_Connections_Hub,Digital,B2C,South,563.9842,24650.8414,1925,1926,100.0
2024-01-05,Weight Management,15543636,Audio_Balanced_Lifestyle,Radio,B2B,South,26595.8342,55835.6222,422,433,20.8
2024-09-12,Weight Management,15543636,Vc_Smart_Weight_Loss,TV,B2B,West,92238.9049,47731.5925,132,144,5.3
2024-06-18,Spiritual Wellness,15543672,Img_Find_Your_Purpose_Webinar,Digital,B2B,West,8853.6849,87060.0282,2141,2159,92.0
2024-04-03,Spiritual Wellness,15543672,Img_Spiritual_Awakening_Booklet,Print,B2B,South,13793.7347,62980.9662,317,321,14.1
2024-01-24,Spiritual Wellness,15543672,Vc_Daily_Mindfulness_Quotes,Social,B2B,East,32101.9382,83275.4498,1646,1698,79.5
2024-06-05,Mental Wellness,15543645,Img_Stress-Free_Living_Course,Digital,B2C,North,76993.3928,91496.6101,2553,2749,90.0
2024-12-24,Social Wellness,15543612,Img_Building_Connections_Hub,Digital,B2C,South,75152.9479,66619.5765,2593,2787,106.0
2024-07-10,Mental Wellness,15543645,Vc_Mind_Matters,TV,B2C,East,8798.3215,84046.5881,99,99,5.1
2024-12-29,Mental Wellness,15543645,Img_Mental_Clarity_Journal,Print,B2C,North,93390.8452,90327.9191,388,424,14.7
2024-10-07,Mental Wellness,15543645,Img_Stress-Free_Living_Course,Digital,B2C,North,23957.9991,25481.793,2212,2264,102.0
2024-12-15,Social Wellness,15543612,Audio_Social_Harmony_Talks,Radio,B2C,West,38703.1294,98720.5087,451,468,22.4
2024-04-30,Environmental Wellness,15543690,Img_Eco-Friendly_Living_Tips,Digital,B2C,West,63485.827,124008.304,2404,2556,100.0
2024-01-02,Environmental Wellness,15543690,Img_Green_Lifestyle_Magazine,Print,B2C,South,52178.8142,69154.4457,363,381,14.1
2024-04-30,Social Wellness,15543612,Vc_Friendship_Matters,Social,B2C,West,92868.6286,56546.3602,1892,2067,76.5
2024-02-02,Environmental Wellness,15543690,Vc_Go_Green_Live_Clean,TV,B2C,East,56505.6035,80207.618,116,122,6.1
2024-07-27,Social Wellness,15543612,Img_Community_Well-Being_Guide,Print,B2C,North,85717.9995,69147.065,402,436,17.7
2024-01-03,Weight Management,15543636,Vc_Smart_Weight_Loss,TV,B2B,North,7912.5596,87515.9022,104,104,4.2
2024-10-26,Weight Management,15543636,Img_Healthy_Eating_Plan,Digital,B2B,North,85604.6061,118977.3979,2398,2603,102.0
2024-01-02,Spiritual Wellness,15543672,Img_Find_Your_Purpose_Webinar,Digital,B2B,West,19851.5439,50202.8207,2112,2153,86.0
2024-01-17,Mental Wellness,15543645,Audio_Peaceful_Mindset,Radio,B2C,West,36319.2141,95092.2094,434,449,20.0
2024-10-24,Weight Management,15543636,Vc_Smart_Weight_Loss,TV,B2B,West,32056.6748,22482.0431,107,110,5.3
2024-08-13,Weight Management,15543636,Vc_Weight_Goals_Tracker,Social,B2B,East,33794.4246,43782.6959,1617,1671,64.5
2024-02-04,Environmental Wellness,15543690,Vc_Sustainable_Life_Hacks,Social,B2C,West,91876.2421,11751.2574,1854,2024,90.0
2024-09-06,Social Wellness,15543612,Img_Community_Well-Being_Guide,Print,B2C,West,44215.2129,98661.2919,356,371,13.8
2024-11-07,Physical Wellness,15543678,Vc_Move_More_Live_More,Social,B2C,West,26870.0262,110629.5258,1676,1721,72.0
2024-12-20,Environmental Wellness,15543690,Vc_Go_Green_Live_Clean,TV,B2C,East,29510.7601,66235.3773,106,109,6.9
2024-11-11,Environmental Wellness,15543690,Img_Eco-Friendly_Living_Tips,Digital,B2C,West,80353.3117,107477.6191,2487,2686,100.0
2024-03-03,Social Wellness,15543612,Vc_Stronger_Together,TV,B2C,South,53957.5188,51069.9053,111,116,4.8
2024-03-01,Physical Wellness,15543678,Vc_Get_Fit_Stay_Strong,TV,B2C,West,45004.7622,68845.2904,113,118,5.0
2024-08-28,Physical Wellness,15543678,Img_Boost_Your_Body_Challenge,Digital,B2C,South,92688.7072,50929.058,2635,2879,78.0
2024-12-11,Spiritual Wellness,15543672,Vc_Inner_Peace_Journey,TV,B2B,East,93007.7693,102135.2594,134,146,5.4
2024-09-07,Environmental Wellness,15543690,Vc_Sustainable_Life_Hacks,Social,B2C,South,75636.2125,34040.8904,1829,1967,57.0
2024-09-17,Mental Wellness,15543645,Img_Mental_Clarity_Journal,Print,B2C,East,51848.8507,19403.5699,340,357,12.6
2024-08-15,Weight Management,15543636,Img_Nutrition_&_Fitness_Tips,Print,B2B,West,11749.5028,95145.4613,305,308,11.7
2024-11-20,Environmental Wellness,15543690,Vc_Go_Green_Live_Clean,TV,B2C,West,70824.1885,117052.5483,122,130,5.2
2024-08-16,Mental Wellness,15543645,Img_Stress-Free_Living_Course,Digital,B2C,South,81529.7219,117556.2717,2563,2771,96.0
2024-11-01,Mental Wellness,15543645,Audio_Peaceful_Mindset,Radio,B2C,West,85218.9626,117185.2131,497,539,20.8
2024-06-05,Social Wellness,15543612,Vc_Stronger_Together,TV,B2C,South,58228.341,94224.3549,115,121,4.7
2024-05-09,Environmental Wellness,15543690,Vc_Go_Green_Live_Clean,TV,B2C,East,61722.2252,114488.4216,121,128,4.0
2024-04-23,Social Wellness,15543612,Audio_Social_Harmony_Talks,Radio,B2C,West,70958.1651,28586.643,478,511,18.4
2024-03-13,Mental Wellness,15543645,Img_Mental_Clarity_Journal,Print,B2C,West,4637.8484,93915.8651,303,304,15.9
2024-02-05,Physical Wellness,15543678,Audio_Power_Up_Your_Health,Radio,B2C,North,56365.8724,91815.872,459,484,23.2
2024-04-01,Mental Wellness,15543645,Img_Stress-Free_Living_Course,Digital,B2C,North,36972.7101,71062.4381,2348,2434,100.0
2024-05-01,Spiritual Wellness,15543672,Vc_Inner_Peace_Journey,TV,B2B,South,83332.6068,33551.4309,125,135,4.2
2024-08-03,Mental Wellness,15543645,Vc_Calm_Mind_Happy_Life,Social,B2C,North,13467.733,92462.9655,1566,1587,85.5
2024-11-10,Social Wellness,15543612,Img_Community_Well-Being_Guide,Print,B2C,West,90979.1654,83983.9461,341,372,14.1
2024-02-27,Environmental Wellness,15543690,Img_Green_Lifestyle_Magazine,Print,B2C,North,12488.2605,64921.3922,304,307,16.8
2024-08-10,Physical Wellness,15543678,Img_Healthy_Habits_Guide,Print,B2C,South,9023.738,63433.9768,315,317,13.2
2024-09-12,Social Wellness,15543612,Img_Building_Connections_Hub,Digital,B2C,North,34715.2695,101738.8238,2327,2407,108.0
2024-01-07,Weight Management,15543636,Audio_Balanced_Lifestyle,Radio,B2B,East,99472.9488,20639.7044,529,581,15.6
2024-03-27,Environmental Wellness,15543690,Img_Eco-Friendly_Living_Tips,Digital,B2C,East,63416.8919,8246.3527,2475,2631,112.0
2024-11-22,Physical Wellness,15543678,Img_Healthy_Habits_Guide,Print,B2C,North,2741.2131,22784.0344,287,287,13.2
2024-08-05,Spiritual Wellness,15543672,Vc_Inner_Peace_Journey,TV,B2B,East,25001.5175,55380.5232,109,111,5.1
2024-04-01,Mental Wellness,15543645,Img_Mental_Clarity_Journal,Print,B2C,East,15001.622,50519.6238,320,324,12.3
2024-12-12,Physical Wellness,15543678,Vc_Get_Fit_Stay_Strong,TV,B2C,North,200.3237,51303.2313,99,99,4.5
2024-01-29,Weight Management,15543636,Vc_Smart_Weight_Loss,TV,B2B,East,51542.583,14491.4831,110,115,5.9
2024-06-21,Spiritual Wellness,15543672,Img_Spiritual_Awakening_Booklet,Print,B2B,South,38172.6563,94447.3085,322,334,12.9
2024-06-29,Environmental Wellness,15543690,Img_Green_Lifestyle_Magazine,Print,B2C,South,61366.6962,39573.7693,342,362,14.1
2024-01-25,Physical Wellness,15543678,Vc_Get_Fit_Stay_Strong,TV,B2C,West,21714.7867,101247.9151,110,112,4.9
2024-08-18,Spiritual Wellness,15543672,Img_Find_Your_Purpose_Webinar,Digital,B2B,South,83122.2033,118928.7946,2438,2640,82.0
2024-10-04,Environmental Wellness,15543690,Img_Eco-Friendly_Living_Tips,Digital,B2C,West,38377.9993,7675.636,2165,2248,96.0
2024-12-29,Social Wellness,15543612,Img_Building_Connections_Hub,Digital,B2C,West,48342.1792,6768.61,2409,2525,104.0
2024-07-06,Mental Wellness,15543645,Vc_Calm_Mind_Happy_Life,Social,B2C,North,73275.3453,85992.8585,1822,1955,79.5
2024-12-22,Spiritual Wellness,15543672,Vc_Inner_Peace_Journey,TV,B2B,East,16699.8958,8472.836,97,98,4.4
2024-08-24,Social Wellness,15543612,Vc_Friendship_Matters,Social,B2C,North,26308.1038,64754.2304,1543,1583,69.0
2024-07-22,Weight Management,15543636,Vc_Weight_Goals_Tracker,Social,B2B,West,15559.7244,8631.4932,1453,1475,63.0
2024-10-01,Weight Management,15543636,Vc_Smart_Weight_Loss,TV,B2B,North,76831.3531,66421.4021,125,134,4.8
2024-04-01,Environmental Wellness,15543690,Vc_Sustainable_Life_Hacks,Social,B2C,East,9842.4293,44034.1251,1544,1559,64.5
2024-09-15,Physical Wellness,15543678,Vc_Get_Fit_Stay_Strong,TV,B2C,East,48951.3959,73607.8427,116,121,5.5
2024-06-14,Mental Wellness,15543645,Audio_Peaceful_Mindset,Radio,B2C,East,75015.9728,49068.1845,489,525,20.8
2024-07-19,Environmental Wellness,15543690,Audio_Nature_First,Radio,B2C,West,50825.4074,17671.5458,481,505,15.2
2024-01-15,Spiritual Wellness,15543672,Vc_Inner_Peace_Journey,TV,B2B,North,50916.8219,105670.3533,110,115,4.9
2024-11-08,Mental Wellness,15543645,Vc_Mind_Matters,TV,B2C,North,6461.1073,30969.3232,102,102,5.6
2024-08-05,Social Wellness,15543612,Vc_Stronger_Together,TV,B2C,West,78307.8351,9517.4957,124,133,6.0
2024-08-10,Mental Wellness,15543645,Img_Stress-Free_Living_Course,Digital,B2C,West,60440.3682,65252.5828,2454,2602,110.0
2024-06-27,Social Wellness,15543612,Vc_Stronger_Together,TV,B2C,South,66784.5548,117091.3851,118,125,4.4
2024-09-16,Environmental Wellness,15543690,Img_Green_Lifestyle_Magazine,Print,B2C,North,76603.3783,38923.5589,377,405,12.6
2024-09-09,Physical Wellness,15543678,Audio_Power_Up_Your_Health,Radio,B2C,East,56105.7184,57790.535,469,495,17.2
2024-08-13,Weight Management,15543636,Audio_Balanced_Lifestyle,Radio,B2B,North,50911.4373,50579.3932,495,520,15.2
2024-09-18,Mental Wellness,15543645,Vc_Mind_Matters,TV,B2C,South,66350.2075,6570.8065,115,122,6.0
2024-03-30,Physical Wellness,15543678,Audio_Power_Up_Your_Health,Radio,B2C,East,90010.8161,125934.0966,495,539,24.0
2024-05-24,Physical Wellness,15543678,Vc_Get_Fit_Stay_Strong,TV,B2C,South,63885.8733,100160.8435,117,124,5.3
2024-07-20,Weight Management,15543636,Vc_Smart_Weight_Loss,TV,B2B,West,78853.3429,13478.8119,123,132,5.7
2024-10-19,Mental Wellness,15543645,Audio_Peaceful_Mindset,Radio,B2C,West,48079.148,16501.4452,465,487,16.0
2024-09-09,Mental Wellness,15543645,Audio_Peaceful_Mindset,Radio,B2C,North,58998.2369,1498.4706,459,486,19.2
2024-03-09,Physical Wellness,15543678,Img_Healthy_Habits_Guide,Print,B2C,West,18096.9494,107492.6259,291,296,14.1
2024-03-06,Spiritual Wellness,15543672,Vc_Daily_Mindfulness_Quotes,Social,B2B,West,48902.9528,51866.8971,1644,1724,75.0
2024-10-06,Spiritual Wellness,15543672,Img_Spiritual_Awakening_Booklet,Print,B2B,North,14974.1027,100012.3391,313,317,13.8
2024-04-04,Mental Wellness,15543645,Img_Mental_Clarity_Journal,Print,B2C,South,46755.4425,51907.8608,344,360,18.3
2024-11-22,Physical Wellness,15543678,Audio_Power_Up_Your_Health,Radio,B2C,South,6588.6732,10814.562,387,389,22.0
2024-10-23,Physical Wellness,15543678,Img_Healthy_Habits_Guide,Print,B2C,East,57663.117,44315.5898,362,382,13.5
2024-10-06,Environmental Wellness,15543690,Audio_Nature_First,Radio,B2C,East,28744.8712,47900.7084,429,441,21.2
2024-05-16,Physical Wellness,15543678,Img_Boost_Your_Body_Challenge,Digital,B2C,South,84180.22,25212.1483,2394,2595,94.0
2024-05-19,Weight Management,15543636,Vc_Smart_Weight_Loss,TV,B2B,West,37688.7465,6471.593,107,111,4.1
2024-06-02,Spiritual Wellness,15543672,Vc_Daily_Mindfulness_Quotes,Social,B2B,East,91785.5478,46277.4417,1872,2043,87.0
2024-10-23,Environmental Wellness,15543690,Img_Eco-Friendly_Living_Tips,Digital,B2C,South,47341.475,66751.7726,2201,2305,84.0
2024-03-06,Weight Management,15543636,Vc_Smart_Weight_Loss,TV,B2B,West,84902.4144,36477.5897,127,137,4.3
2024-11-05,Spiritual Wellness,15543672,Vc_Inner_Peace_Journey,TV,B2B,West,29797.4194,110156.2984,110,113,5.4
2024-07-12,Weight Management,15543636,Vc_Weight_Goals_Tracker,Social,B2B,South,45215.0516,59089.8837,1625,1698,85.5
2024-01-18,Social Wellness,15543612,Img_Community_Well-Being_Guide,Print,B2C,North,63403.1852,17271.5378,358,380,12.6
2024-06-13,Mental Wellness,15543645,Vc_Mind_Matters,TV,B2C,South,25939.2239,46778.4373,107,109,4.3
2024-03-16,Social Wellness,15543612,Vc_Friendship_Matters,Social,B2C,West,65767.0998,94080.5414,1725,1838,79.5
2024-05-07,Mental Wellness,15543645,Audio_Peaceful_Mindset,Radio,B2C,East,28931.3759,55820.4819,428,440,21.2
2024-05-03,Spiritual Wellness,15543672,Vc_Inner_Peace_Journey,TV,B2B,West,48480.838,41235.7254,109,114,4.2
2024-04-20,Spiritual Wellness,15543672,Vc_Inner_Peace_Journey,TV,B2B,West,2434.6432,10849.8586,111,111,4.8
2024-12-25,Social Wellness,15543612,Img_Community_Well-Being_Guide,Print,B2C,South,7910.414,47829.3934,324,326,11.7
2024-09-25,Weight Management,15543636,Img_Nutrition_&_Fitness_Tips,Print,B2B,West,22787.409,10948.7587,321,328,18.0
2024-05-03,Mental Wellness,15543645,Audio_Peaceful_Mindset,Radio,B2C,North,80668.651,52135.8,492,531,22.4
2024-09-04,Mental Wellness,15543645,Vc_Mind_Matters,TV,B2C,East,66072.3809,15579.6078,121,128,4.4
2024-06-27,Environmental Wellness,15543690,Img_Green_Lifestyle_Magazine,Print,B2C,South,89355.4679,97872.1922,388,422,17.4
2024-08-12,Physical Wellness,15543678,Vc_Move_More_Live_More,Social,B2C,North,90480.621,112246.1986,1844,2010,70.5
2024-11-13,Weight Management,15543636,Vc_Smart_Weight_Loss,TV,B2B,East,37529.6731,29007.3316,111,115,4.4
2024-09-03,Weight Management,15543636,Vc_Weight_Goals_Tracker,Social,B2B,North,36816.3375,8956.5353,1645,1705,67.5
2024-09-07,Environmental Wellness,15543690,Img_Eco-Friendly_Living_Tips,Digital,B2C,West,83590.7307,49299.8962,2609,2827,86.0
2024-09-06,Spiritual Wellness,15543672,Audio_Soulful_Reflections,Radio,B2B,West,42701.6827,68073.8285,433,451,22.4
2024-03-09,Social Wellness,15543612,Img_Community_Well-Being_Guide,Print,B2C,North,85734.4104,109746.3222,394,427,13.8
2024-06-20,Weight Management,15543636,Img_Healthy_Eating_Plan,Digital,B2B,East,50642.3906,50566.468,2356,2475,110.0
2024-09-12,Mental Wellness,15543645,Img_Mental_Clarity_Journal,Print,B2C,North,42528.8411,44453.0454,319,332,16.8
2024-04-21,Environmental Wellness,15543690,Img_Eco-Friendly_Living_Tips,Digital,B2C,North,27979.0828,103551.3355,2395,2462,90.0
2024-02-23,Social Wellness,15543612,Img_Community_Well-Being_Guide,Print,B2C,North,12736.0358,47890.7822,326,330,10.2
2024-05-02,Social Wellness,15543612,Audio_Social_Harmony_Talks,Radio,B2C,East,52637.6405,56561.8848,449,472,19.6
2024-11-08,Weight Management,15543636,Vc_Smart_Weight_Loss,TV,B2B,North,32589.989,47749.4585,113,116,4.7
2024-12-29,Physical Wellness,15543678,Vc_Move_More_Live_More,Social,B2C,West,25019.0782,40937.3131,1694,1736,61.5
2024-12-13,Mental Wellness,15543645,Img_Stress-Free_Living_Course,Digital,B2C,South,17049.0506,79087.7174,2035,2069,94.0
2024-06-07,Social Wellness,15543612,Vc_Friendship_Matters,Social,B2C,West,38923.3499,33748.0218,1701,1767,78.0
2024-03-04,Mental Wellness,15543645,Vc_Calm_Mind_Happy_Life,Social,B2C,West,55631.6889,48492.9497,1825,1926,55.5
2024-05-31,Weight Management,15543636,Img_Nutrition_&_Fitness_Tips,Print,B2B,North,83718.8938,40147.3672,360,390,17.4
2024-11-23,Environmental Wellness,15543690,Vc_Go_Green_Live_Clean,TV,B2C,South,82036.9814,80486.1003,121,130,6.1
2024-07-08,Social Wellness,15543612,Img_Community_Well-Being_Guide,Print,B2C,North,85520.8358,137111.5108,377,409,15.3
2024-02-25,Weight Management,15543636,Vc_Weight_Goals_Tracker,Social,B2B,South,57665.7382,50361.3613,1743,1843,90.0
2024-11-23,Social Wellness,15543612,Audio_Social_Harmony_Talks,Radio,B2C,West,55999.0377,123933.6718,460,485,21.2
2024-09-04,Environmental Wellness,15543690,Vc_Go_Green_Live_Clean,TV,B2C,East,90523.6528,95442.1542,128,139,4.5
2024-10-18,Mental Wellness,15543645,Vc_Mind_Matters,TV,B2C,North,28925.8365,91072.4413,106,109,4.4
2024-04-29,Mental Wellness,15543645,Vc_Calm_Mind_Happy_Life,Social,B2C,West,14630.5102,35807.9068,1564,1586,94.5
2024-10-29,Social Wellness,15543612,Img_Community_Well-Being_Guide,Print,B2C,South,8369.1997,23462.1306,306,308,14.4
2024-10-10,Weight Management,15543636,Audio_Balanced_Lifestyle,Radio,B2B,West,88116.3589,83155.1961,485,527,18.4
2024-06-10,Environmental Wellness,15543690,Img_Eco-Friendly_Living_Tips,Digital,B2C,West,37240.1443,117524.0664,2190,2271,106.0
2024-11-05,Spiritual Wellness,15543672,Img_Spiritual_Awakening_Booklet,Print,B2B,West,49922.7543,88782.5035,345,362,13.2
2024-12-16,Mental Wellness,15543645,Vc_Mind_Matters,TV,B2C,East,80325.6986,95583.0787,120,129,4.9
2024-10-30,Spiritual Wellness,15543672,Img_Spiritual_Awakening_Booklet,Print,B2B,North,37379.4877,53487.8081,319,330,12.9
2024-08-14,Social Wellness,15543612,Img_Building_Connections_Hub,Digital,B2C,North,86808.6796,126139.2207,2593,2818,82.0
2024-09-10,Spiritual Wellness,15543672,Audio_Soulful_Reflections,Radio,B2B,North,32237.6172,80966.2606,477,492,22.0
2024-06-28,Weight Management,15543636,Audio_Balanced_Lifestyle,Radio,B2B,East,73264.9844,92255.3891,468,502,19.2
2024-12-18,Weight Management,15543636,Img_Healthy_Eating_Plan,Digital,B2B,East,66770.2569,39113.8615,2374,2532,74.0
2024-11-13,Spiritual Wellness,15543672,Img_Find_Your_Purpose_Webinar,Digital,B2B,South,20214.4759,105458.0331,2097,2139,118.0
2024-06-06,Weight Management,15543636,Vc_Weight_Goals_Tracker,Social,B2B,North,12537.3308,26688.05,1576,1595,67.5
2024-02-05,Mental Wellness,15543645,Vc_Mind_Matters,TV,B2C,South,11244.3119,55363.2645,104,105,4.2
2024-04-08,Social Wellness,15543612,Vc_Friendship_Matters,Social,B2C,West,65126.2922,45100.1198,1771,1886,87.0
2024-02-10,Spiritual Wellness,15543672,Img_Spiritual_Awakening_Booklet,Print,B2B,South,1393.0817,18285.9359,307,307,15.6
2024-09-21,Mental Wellness,15543645,Img_Stress-Free_Living_Course,Digital,B2C,South,66101.3512,19285.6001,2315,2468,118.0
2024-01-13,Spiritual Wellness,15543672,Vc_Daily_Mindfulness_Quotes,Social,B2B,West,78218.3802,40842.0463,1864,2009,66.0
2024-07-14,Mental Wellness,15543645,Vc_Mind_Matters,TV,B2C,West,30320.7721,79378.9538,106,109,4.8
2024-07-09,Weight Management,15543636,Vc_Smart_Weight_Loss,TV,B2B,South,74595.4797,133838.8374,129,138,5.4
2024-10-08,Weight Management,15543636,Img_Healthy_Eating_Plan,Digital,B2B,South,16622.0903,92434.1353,2112,2147,98.0
2024-11-20,Social Wellness,15543612,Vc_Friendship_Matters,Social,B2C,North,96053.0456,32389.5831,2019,2212,82.5
2024-08-04,Weight Management,15543636,Audio_Balanced_Lifestyle,Radio,B2B,East,23283.4122,8857.0269,445,455,22.4
2024-12-29,Environmental Wellness,15543690,Img_Eco-Friendly_Living_Tips,Digital,B2C,West,48887.6679,85492.1603,2339,2453,94.0
2024-10-27,Mental Wellness,15543645,Img_Mental_Clarity_Journal,Print,B2C,South,98051.5812,4620.4643,383,420,11.7
2024-12-26,Mental Wellness,15543645,Vc_Calm_Mind_Happy_Life,Social,B2C,East,90723.0838,124903.8865,1917,2090,73.5
2024-07-23,Spiritual Wellness,15543672,Vc_Daily_Mindfulness_Quotes,Social,B2B,South,65980.5693,109813.0299,1782,1899,69.0
2024-10-18,Social Wellness,15543612,Img_Building_Connections_Hub,Digital,B2C,North,36982.3566,94070.9304,2181,2261,106.0
2024-12-05,Physical Wellness,15543678,Vc_Move_More_Live_More,Social,B2C,South,70038.8248,74647.9054,1862,1992,72.0
2024-03-07,Weight Management,15543636,Vc_Weight_Goals_Tracker,Social,B2B,West,46081.3282,119787.5305,1627,1701,60.0
2024-08-13,Physical Wellness,15543678,Img_Healthy_Habits_Guide,Print,B2C,South,10973.1122,48408.6283,306,309,15.0
2024-11-16,Environmental Wellness,15543690,Img_Green_Lifestyle_Magazine,Print,B2C,South,79618.1711,137928.0847,370,399,14.7
2024-11-03,Social Wellness,15543612,Audio_Social_Harmony_Talks,Radio,B2C,West,87173.995,126642.2426,500,543,22.0
2024-04-26,Mental Wellness,15543645,Img_Mental_Clarity_Journal,Print,B2C,North,40819.9326,15342.0879,335,348,15.9
2024-06-28,Physical Wellness,15543678,Audio_Power_Up_Your_Health,Radio,B2C,West,66606.0584,119306.564,485,517,18.8
2024-09-06,Environmental Wellness,15543690,Img_Green_Lifestyle_Magazine,Print,B2C,South,3133.2285,31034.941,297,297,21.3
2024-04-18,Social Wellness,15543612,Audio_Social_Harmony_Talks,Radio,B2C,North,19805.2896,84458.2279,429,437,25.6
2024-08-13,Environmental Wellness,15543690,Img_Green_Lifestyle_Magazine,Print,B2C,West,57069.3658,155.3921,368,389,17.7
2024-02-23,Weight Management,15543636,Img_Nutrition_&_Fitness_Tips,Print,B2B,East,27480.8541,31457.3638,323,331,14.4
2024-06-28,Physical Wellness,15543678,Img_Boost_Your_Body_Challenge,Digital,B2C,East,94441.9228,111695.0604,2530,2768,80.0
2024-09-21,Spiritual Wellness,15543672,Img_Spiritual_Awakening_Booklet,Print,B2B,East,83720.7084,137941.4574,380,411,17.1
2024-05-04,Spiritual Wellness,15543672,Audio_Soulful_Reflections,Radio,B2B,West,65535.1207,22808.3554,471,501,21.2
2024-11-20,Social Wellness,15543612,Img_Building_Connections_Hub,Digital,B2C,North,99884.0968,68966.1944,2703,2972,92.0
2024-09-30,Environmental Wellness,15543690,Audio_Nature_First,Radio,B2C,West,24400.4645,65926.8957,421,431,18.4
2024-12-07,Mental Wellness,15543645,Img_Mental_Clarity_Journal,Print,B2C,South,91920.791,139043.3311,383,418,12.0
2024-06-13,Physical Wellness,15543678,Img_Healthy_Habits_Guide,Print,B2C,West,30526.8866,52308.3587,316,325,13.2
2024-08-21,Spiritual Wellness,15543672,Audio_Soulful_Reflections,Radio,B2B,East,59699.8158,121228.0292,480,508,19.6
2024-11-11,Spiritual Wellness,15543672,Vc_Daily_Mindfulness_Quotes,Social,B2B,East,43493.2839,119093.7558,1678,1750,79.5
2024-11-03,Environmental Wellness,15543690,Img_Eco-Friendly_Living_Tips,Digital,B2C,South,44377.138,115063.7929,2359,2463,90.0
2024-11-22,Spiritual Wellness,15543672,Img_Find_Your_Purpose_Webinar,Digital,B2B,West,76274.7514,103462.3712,2406,2589,122.0
2024-04-22,Environmental Wellness,15543690,Img_Green_Lifestyle_Magazine,Print,B2C,East,34819.5877,14923.299,335,346,14.1
2024-11-04,Physical Wellness,15543678,Img_Boost_Your_Body_Challenge,Digital,B2C,West,50802.0855,75593.1221,2316,2433,110.0
2024-04-06,Environmental Wellness,15543690,Audio_Nature_First,Radio,B2C,East,21250.1888,83386.2376,403,411,20.8
2024-09-04,Spiritual Wellness,15543672,Img_Spiritual_Awakening_Booklet,Print,B2B,South,76370.8088,131960.2936,381,410,15.3
2024-04-26,Environmental Wellness,15543690,Img_Eco-Friendly_Living_Tips,Digital,B2C,North,55237.9602,99310.7916,2438,2572,86.0
2024-05-13,Spiritual Wellness,15543672,Vc_Inner_Peace_Journey,TV,B2B,North,25580.8534,60838.7112,114,116,5.2
2024-11-25,Weight Management,15543636,Img_Healthy_Eating_Plan,Digital,B2B,East,26666.9146,23341.9894,2136,2192,104.0
2024-07-22,Social Wellness,15543612,Audio_Social_Harmony_Talks,Radio,B2C,East,29424.3243,52492.1727,444,457,20.0
2024-12-23,Spiritual Wellness,15543672,Img_Find_Your_Purpose_Webinar,Digital,B2B,West,69959.2658,86206.4372,2528,2704,116.0
2024-03-01,Spiritual Wellness,15543672,Vc_Daily_Mindfulness_Quotes,Social,B2B,North,59549.691,42212.4565,1743,1846,72.0
2024-07-25,Spiritual Wellness,15543672,Vc_Daily_Mindfulness_Quotes,Social,B2B,West,82242.3415,64491.5287,1815,1964,73.5
